ImageName,Nueva,,,,,,,,,,,,,
32239052017_0.jpg,A Nectar Del Valle Peach Flavor in a 414-mililiters plastic bottle,,,,,,,,,,,,,
jdv_vis2017_guayaba_453ml_lata_seco_2.jpg,A Nectar Del Valle Guava Flavor in a 453-mililiters  can ,,,,,,,,,,,,,
ps-delvalle-guayaba-413ml-vidrio_3.png,A Nectar Del Valle Guava Flavor in a 413-mililiters plastic bottle,,,,,,,,,,,,,
530_jugo-del-valle-nectar-mango-335-ml-lata_1_2.jpg,A Nectar Del Valle Mango Flavor in a 355-mililiters  can ,,,,,,,,,,,,,
jdv_vis2017_mango_453ml_lata_seco_2.jpg,A Nectar Del Valle Mango Flavor in a 453-mililiters  can ,,,,,,,,,,,,,
del_valle_nectar_mango_250ml-min_4.jpg,A Nectar Del Valle Mango Flavor in a 250-mililiters cardboard carton,,,,,,,,,,,,,
253_del-valle-mango-1-l-botella-pet-6p_1_3.jpg,A Nectar Del Valle Mango Flavor in a 1-liter plastic bottle,,,,,,,,,,,,,
7501055333844_0.jpg,A Nectar Del Valle Mango Flavor in a 1-liter plastic bottle,,,,,,,,,,,,,
200a49d3-7757-4824-8ee6-a817010a1d3d-1_3.png,A Nectar Del Valle Mango Flavor in a 500-mililiters plastic bottle,,,,,,,,,,,,,
32239052000_0.jpg,A Nectar Del Valle Mango Flavor in a 413-mililiters plastic bottle,,,,,,,,,,,,,
7501055330683_0.jpg,A Del Valle Frut with Citrus Flavor juice  in a 600-mililiters plastic bottle,,,,,,,,,,,,,
dv_dv_nada_vis18_limon_1.5l_prop_seco_1__3.jpg,A Mineralized Water Del Valley lemon flavor in a 1.5-liters plastic bottle,,,,,,,,,,,,,
dv_dv_nada_vis18_naranja_1.5l_prop_seco_1_-min_1_3.jpg,A Mineralized Water Del Valley orange flavor in a 1.5-liters plastic bottle,,,,,,,,,,,,,
371_del-valle-naranja-nada-naranja-600-ml-botella-pet-12p_1_1_4.jpg,A Mineralized Water Del Valley orange flavor in a 600-mililiters plastic bottle,,,,,,,,,,,,,
4f957813-fc81-47b1-ad9b-a807011ed98c-1_2.png,A Del Valle Pulpy Orange flavor with pieces of fruit in a 400-mililiters plastic bottle,,,,,,,,,,,,,
7501055367443_0.jpg,A Del Valle Pulpy Aloe Vera flavor with pieces of fruit in a 400-mililiters plastic bottle,,,,,,,,,,,,,
fanta_lata_355_lean_1.jpg,A Fanta Orange Flavor soda in a 355-mililiters  can ,,,,,,,,,,,,,
fanta-naranja-pnr-2.5l.png,A Fanta Orange Flavor soda in a 2.5-liters plastic bottle,,,,,,,,,,,,,
fanta-naranja-pnr-2l.png,A Fanta Orange Flavor soda in a 2-liters plastic bottle,,,,,,,,,,,,,
164867.png,A Fanta Orange Flavor soda in a 2-liters plastic bottle,,,,,,,,,,,,,
fanta-naranja-pnr-3l.png,A Fanta Orange Flavor soda in a 3-liters plastic bottle,,,,,,,,,,,,,
164867.png,A Fanta Orange Flavor soda in a 3-liters plastic bottle,,,,,,,,,,,,,
396_fanta-naranja-500-ml-botella-pet_2.jpg,A Fanta Orange Flavor soda in a 500-mililiters plastic bottle,,,,,,,,,,,,,
167019.png,A Fanta Orange Flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
fanta_naranja_2.5l_pet_ret_1_-min_2.jpg,A Fanta Orange Flavor soda Returnable in a 2.5-liters returnable plastic bottle,,,,,,,,,,,,,
fanta-naranja-vr-355ml.png,A Fanta Orange Flavor soda Returnable in a 355-liters returnable glass bottle,,,,,,,,,,,,,
fanta-naranja-vr-500ml.png,A Fanta Orange Flavor soda Returnable in a 500-mililiters returnable glass bottle,,,,,,,,,,,,,
fre_2018_sleek_can_355ml_seca_1_-min_2_2.jpg,A Fresca pink grapefruit flavor soda in a 355-mililiters  can ,,,,,,,,,,,,,
fresca-toronja-pnr-1.5l.png,A Fresca pink grapefruit flavor soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
164930_1.png,A Fresca pink grapefruit flavor soda in a 2.5-liters plastic bottle,,,,,,,,,,,,,
fresca-toronja-pnr-2.5l.png,A Fresca pink grapefruit flavor soda in a 2.5-liters plastic bottle,,,,,,,,,,,,,
fresca-toronja-pnr-3l.png,A Fresca pink grapefruit flavor soda in a 3-liters plastic bottle,,,,,,,,,,,,,
fresca-toronja-pnr-600ml_1_1.png,A Fresca pink grapefruit flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
164947.png,A Fresca pink grapefruit flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
fresca-toronja-vr-355ml.png,A Fresca pink grapefruit flavor soda  in a 355-mililiters returnable glass bottle,,,,,,,,,,,,,
komx_frutsi_250ml_manzana_2.jpg,A Frutsi Apple Flavor  in a 250-mililiters plastic bottle,,,,,,,,,,,,,
75001988_0.jpg,A Frutsi Fruit Punch Flavor in a 250-mililiters plastic bottle,,,,,,,,,,,,,
komx_frutsi_250ml_uva_1_2.jpg,A Frutsi Grape Flavor in a 250-mililiters plastic bottle,,,,,,,,,,,,,
458_fuze-tea-te-negro-con-durazno-600-ml-botella-pet-6p_4.jpg,A Fuze Tea Peach flavor tea in a 600-mililiters plastic bottle,,,,,,,,,,,,,
converted_9__1_3.png,A Fuze Tea red Fruit Flavor black tea  in a 600-mililiters plastic bottle,,,,,,,,,,,,,
461_fuze-tea-te-negro-con-limon-600-ml-botella-pet_2.jpg,A Fuze Tea  Lemon Flavor black tea in a 600-mililiters plastic bottle,,,,,,,,,,,,,
fzt_vis2018_tv_limon_pet600ml_claim_prop_sudado_1_-min_1__3.jpg,A Fuze Tea Lemon Flavor green tea in a 600-mililiters plastic bottle,,,,,,,,,,,,,
komx_mx_joya_durazno_1.5l_pet_seco_front_0420.png,A Joya Peach Flavor soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
komx_mx_joya_durazno_600ml_pet_seco_front_0420.png,A Joya Peach Flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
komx_mx_joya_manzana_2.5l_pet_seco_front_0420.png,A Joya apple Flavor soda in a 2.5-liters plastic bottle,,,,,,,,,,,,,
joya_manzana_2l_desechable_2.png,A Joya apple Flavor soda in a 2-liters plastic bottle,,,,,,,,,,,,,
492_joya-manzana-355-ml-botella-vidrio_4.jpg,A Joya apple Flavor soda in a 355-mililiters glass bottle,,,,,,,,,,,,,
komx_mx_joya_ponche_2.5l_pet_seco_front_0420.png,A Joya Fruit Punch Flavor soda in a 2.5-liters plastic bottle,,,,,,,,,,,,,
converted_9__3.png,A Joya Fruit Punch Flavor soda in a 3-liters plastic bottle,,,,,,,,,,,,,
ponche_500_2.jpg,A Joya Fruit Punch Flavor soda in a 500-mililiters plastic bottle,,,,,,,,,,,,,
komx_joyapponchenuevovis_seco_600ml_1.png,A Joya Fruit Punch Flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
joyaponche_600_1000x1000.png,A Joya Fruit Punch Flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
joya_uva_1.5-min_1__1_2.png,A Joya Grape Flavor soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
515_joya-uva-600-ml-botella-pet_2.jpg,A Joya Grape Flavor soda in a 600-mililiters plastic bottle,,,,,,,,,,,,,
164072.png,A Monster Energy Mango Loco flavor Energy Drink in a 473-mililiters  can ,,,,,,,,,,,,,
mundet-manzana-pnr-2.5l.png,A Sidral Mundet apple flavor soda in a 2.5-liters plastic bottle,,,,,,,,,,,,,
mundet-manzana-vr-500ml.png,A Sidral Mundet apple flavor soda  in a 500-mililiters returnable glass bottle,,,,,,,,,,,,,
623_powerade-lima-limon-500-ml-pet-3p_2.jpg,A Powerade Ion 4 Lemon-Lime Flavor in a 500-mililiters plastic bottle,,,,,,,,,,,,,
pwd_vis2018_moras_pet1l_prop_seca-min_1__3_1.jpg,A Powerade Ion 4 Blackberry Flavor in a 1-liter plastic bottle,,,,,,,,,,,,,
pwd_moras_600ml_prop_seca-min_1_3_1.jpg,A Powerade Ion 4 Blackberry Flavor in a 600-mililiters plastic bottle,,,,,,,,,,,,,
pwd_vis2018_naranja_pet1l_prop_seca-min_1_3_1.jpg,A Powerade Ion 4 orange flavor in a 1-liter plastic bottle,,,,,,,,,,,,,
pwd_naranja_500ml_prop_seca-min_1__3_1.jpg,A Powerade Ion 4 orange flavor in a 500-mililiters plastic bottle,,,,,,,,,,,,,
7501055317660_1_.png,A Powerade Ion 4 fruit punch flavor in a 1-liter plastic bottle,,,,,,,,,,,,,
7501055329298_0.jpg,A Powerade Ion 4 fruit punch flavor in a 500-mililiters plastic bottle,,,,,,,,,,,,,
7501055310784_1_.png,A Powerade Ion 4 fruit punch flavor in a 600-mililiters plastic bottle,,,,,,,,,,,,,
7501295600638_0.jpg,A Santa Clara capuccino ice cream flavor milk in a 200-mililiters cardboard carton,,,,,,,,,,,,,
7501295600614_0.jpg,A Santa Clara chocolate ice cream flavor milk  in a 200-mililiters cardboard carton,,,,,,,,,,,,,
7501295600621_0.jpg,A Santa Clara strawberry ice cream flavor milk in a 200-mililiters cardboard carton,,,,,,,,,,,,,
7501295600126_0.jpg,A Santa Clara regular milk  in a 1-liter cardboard carton,,,,,,,,,,,,,
7501295600157_0.jpg,A Santa Clara lactose-free milk in a 1-liter cardboard carton,,,,,,,,,,,,,
7501055349005_0.jpg,A Santa clara lactose free light milk  in a 1-liter cardboard carton,,,,,,,,,,,,,
7501295600140_0.jpg,A Santa clara light milk  in a 1-liter cardboard carton,,,,,,,,,,,,,
sprite-limon-lata-355ml.png,A Sprite Sodan lemon lime flavor in a 355-mililiters  can ,,,,,,,,,,,,,
sprite-limon-pnr-1.5l.png,A Sprite Sodan lemon lime flavor in a 1.5-liters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-2.5l.png,A Sprite Sodan lemon lime flavor in a 2.5-liters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-2l.png,A Sprite Sodan lemon lime flavor in a 2-liters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-3l.png,A Sprite Sodan lemon lime flavor in a 3-liters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-500ml.png,A Sprite Sodan lemon lime flavor in a 500-mililiters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-600ml.png,A Sprite Sodan lemon lime flavor in a 600-mililiters plastic bottle,,,,,,,,,,,,,
167021.png,A Sprite Sodan lemon lime flavor in a 600-mililiters plastic bottle,,,,,,,,,,,,,
converted_25__2.png,A Sprite Sodan lemon lime flavor  in a 2.5-liters returnable plastic bottle,,,,,,,,,,,,,
sprite-limon-vr-355ml.png,A Sprite Sodan lemon lime flavor  in a 355-mililiters returnable glass bottle,,,,,,,,,,,,,
sprite-limon-vr-500ml.png,A Sprite Sodan lemon lime flavor  in a 500-mililiters returnable glass bottle,,,,,,,,,,,,,
tch_vis2018_pet_1.5l_seca.jpg,A Topo Chico mineraized water   in a 1.5-liters plastic bottle,,,,,,,,,,,,,
topochico_600_ml_4.jpg,A Topo Chico mineral water in a 600-milliliters plastic bottle,,,,,,,,,,,,,
814_vitamin-water-energy-500-ml-pet-2p_2.jpg,A Vitamainwater tropical citrus flavor water in a 500-milliliters plastic bottle,,,,,,,,,,,,,
815_vitamin-water-power-500-ml-pet_2.jpg,A Vitamainwater power-C dragonfruit flavor water in a 500-milliliters plastic bottle,,,,,,,,,,,,,
823_vitaminwater-restore-ponche-de-frutas-500-ml-botella-pet-6p_2.jpg,A Vitamainwater restore fruit punch flavor water in a 500-milliliters plastic bottle,,,,,,,,,,,,,
ades_almendras_946_ml.jpg,A Ades almond milk  in a 946-milliliters cardboard carton,,,,,,,,,,,,,
22_ciel-jamaica-600-ml-botella-pet-6p_4.jpg,A Ciel Exprim flavor jamaica water in a 600-milliliters plastic bottle,,,,,,,,,,,,,
48_ciel-exprim-limon-600-ml-pet_4.jpg,A Ciel Exprim flavor lemon water in a 600-milliliters plastic bottle,,,,,,,,,,,,,
7501055356898_0.jpg,A Nectar Del Valle flavor mango  in a 237-milliliters plastic bottle,,,,,,,,,,,,,
del-valle-limon-nada-600ml-pet.jpg,A Del Valle lemon flavor mineralized water in a 600-milliliters plastic bottle,,,,,,,,,,,,,
converted_22__2.png,A Fanta Orange Flavor soda Returnable in a 1.5-liters returnable plastic bottle,,,,,,,,,,,,,
567_monster-lata-aluminio_3.jpg,A Monster Energy Energy Drink in a 473-milliliters  can ,,,,,,,,,,,,,
599_powerade-ion4-lima-limon-1-l-botella-pet_3.jpg,A Powerade Ion 4 Lemon-Lime Flavor in a 1-liter plastic bottle,,,,,,,,,,,,,
7501055329267_0.jpg,A Powerade Ion 4 Blackberry Flavor in a 500-milliliters plastic bottle,,,,,,,,,,,,,
sc_yogurth_batido_125g_vis2019_0006_fresa_2.jpg,A Santa Clara yogurt with strawberry in a 125-grams plastic container,,,,,,,,,,,,,
sc_yogurth_batido_125g_vis2019_0007_manzana_2.jpg,A Santa Clara yogurt with apple  in a 125-grams plastic container,,,,,,,,,,,,,
mundet-manzana-pnr-600ml.png,A Sidral Mundet apple flavor soda in a 600-milliliters plastic bottle,,,,,,,,,,,,,
sprite_ps_sinazucar_600ml_pet_seco._1_-1_2.png,A Sprite sugar free soda in a 600-milliliters plastic bottle,,,,,,,,,,,,,
jugo-ades-naranja-946ml_2.jpg,A soy-based Ades with orange juice in a 946-milliliters cardboard carton,,,,,,,,,,,,,
7501055336425_0.jpg,A Del Valle fruit with citurs flavor juice in a 2-liters plastic bottle,,,,,,,,,,,,,
fresca-toronja-pnr-2l.png,A Fresca pink grapefruit flavor soda in a 2-liters plastic bottle,,,,,,,,,,,,,
163606.png,A Fresca pink grapefruit flavor soda in a 2-liters plastic bottle,,,,,,,,,,,,,
mundet-manzana-pnr-2l.png,A Sidral Mundet apple flavor soda in a 2-liters plastic bottle,,,,,,,,,,,,,
mundet-manzana-vr-355ml.png,A Sidral Mundet apple flavor soda  in a 355-milliliters returnable glass bottle,,,,,,,,,,,,,
163881.png,A Powerade Ion 4 Lemon-Lime Flavor in a 600-milliliters plastic bottle,,,,,,,,,,,,,
613_powerade-ion4-naranja-mandarina-600-ml-botella-pet-6p_2.jpg,A Powerade Ion 4 orange Flavor in a 600-milliliters plastic bottle,,,,,,,,,,,,,
ps-ades-guanabana-946ml-carton_1_3.jpg,A soy-based AdeS drink with soursop pulp in a 946-milliliters cardboard carton,,,,,,,,,,,,,
coca-cola-light-lata-355ml-2.png,A Coca cola light soda in a 355-milliliters  can ,,,,,,,,,,,,,
ccl_vis2017_pet1_25l_botella_prop_seco_1_-min_1_2.jpg,A Coca cola light soda in a 1.25-liters plastic bottle,,,,,,,,,,,,,
163804.png,A Coca cola soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
coca-cola-original-pnr-1.5l.png,A Coca cola soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
163865.png,A Coca cola soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
coca-cola-original-pnr-1l.png,A Coca cola soda in a 1-liters plastic bottle,,,,,,,,,,,,,
coca-cola-original-pnr-500ml.png,A Coca cola soda in a 500-milliliters plastic bottle,,,,,,,,,,,,,
239_coca-cola-sin-azucar-235ml-lata-24-p_3.jpg,A Coca cola free sugar soda in a 235-milliliters  can ,,,,,,,,,,,,,
ciel-mineralizada-355ml-lata.png,A Ciel mineralized water in a 355-milliliters  can ,,,,,,,,,,,,,
7501055305742_0.jpg,A Ciel mineralized water in a 2-liters plastic bottle,,,,,,,,,,,,,
cie_ecoblue_mn_pet600ml_front.jpg,A Ciel mineralized water in a 600-milliliters plastic bottle,,,,,,,,,,,,,
44_ciel-exprim-jamaica-reposada-1-l-botella-pet-6p_1_4.jpg,A Ciel Exprim flavor jamaica water in a 6-liter plastic bottle,,,,,,,,,,,,,
ciel_xprim_vis2018_pi_a_jengibre_pet1ml_seco_1_optimized_4.jpg,A Ciel Exprim pineapple ginger water in a 1-liter plastic bottle,,,,,,,,,,,,,
528_jugo-del-valle-nectar-durazno-946-ml-pet_2_2.jpg,A Nectar Del valle peach Flavor in a 946-milliliters cardboard carton,,,,,,,,,,,,,
7501055356799_0.jpg,A Nectar Del valle orange flavor in a 946-milliliters cardboard carton,,,,,,,,,,,,,
247_del-valle-arandano-1-l-botella-pet-4p_2.jpg,A Nectar Del Valle Antiox apple flavor with blueberry in a 1-liters plastic bottle,,,,,,,,,,,,,
converted_2__3.png,A Nectar Del Valle Antiox apple flavor with blueberry in a 237-milliliters plastic bottle,,,,,,,,,,,,,
dvf_vis2017_manzana_pet355ml_prop_seco_1_2.jpg,A Del valle Frut with apple juice flavor in a 355-milliliters plastic bottle,,,,,,,,,,,,,
dv_dv_nada_vis18_naranja_nada_masmango_600ml_prop_seco_optimized_2.jpg,A Del Valle orange flavor mineralized flavor in a 600-milliliters plastic bottle,,,,,,,,,,,,,
delaware_lata_1.png,A Delaware punch grape flavor soda in a 355-milliliters  can ,,,,,,,,,,,,,
delaware-punch-botella-600ml_2.jpg,A Delaware punch grape flavor soda in a 600-milliliters plastic bottle,,,,,,,,,,,,,
fanta-fresa-pnr-1.5l.png,A Fanta strawberry flavor soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
fanta-fresa-pnr-1.75l.png,A Fanta strawberry flavor soda in a 1.75-liters plastic bottle,,,,,,,,,,,,,
fanta-fresa-pnr-400ml.png,A Fanta strawberry flavor soda in a 400-milliliters plastic bottle,,,,,,,,,,,,,
fanta-fresa-pnr-600ml.png,A Fanta strawberry flavor soda in a 600-milliliters plastic bottle,,,,,,,,,,,,,
fanta-naranja-pnr-1.5l.png,A Fanta orange flavor soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
fanta-naranja-pnr-250ml.png,A Fanta orange flavor soda in a 250-milliliters plastic bottle,,,,,,,,,,,,,
fanta-naranja-pnr-400ml.png,A Fanta orange flavor soda in a 400-milliliters plastic bottle,,,,,,,,,,,,,
fresca-toronja-pnr-1l.png,A Fresca pinke grapefruit flavor soda in a 1-liters plastic bottle,,,,,,,,,,,,,
fresca-toronja-pnr-400ml.png,A Fresca pinke grapefruit flavor soda in a 400-milliliters plastic bottle,,,,,,,,,,,,,
163247.png,A Monster Energy low carb energy drink  in a 473-milliliters  can ,,,,,,,,,,,,,
mundet-manzana-lata-355ml.png,A Sidral Mundet apple flavor soda in a 355-milliliters  can ,,,,,,,,,,,,,
mundet-manzana-pnr-1.5l.png,A Sidral Mundet apple flavor soda in a 1.5-liters plastic bottle,,,,,,,,,,,,,
mundet-manzana-pnr-400ml.png,A Sidral Mundet apple flavor soda in a 400-milliliters plastic bottle,,,,,,,,,,,,,
pwd_uva_500ml_prop_seca_optimized_2.jpg,A Powerade Ion 4 grape flavor in a 4-milliliters plastic bottle,,,,,,,,,,,,,
senzao-guarana-pnr-600ml.png,A Sanzao in a 600-milliliters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-1.75l.png,A Sprite soda in a 1.75-liters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-1l.png,A Sprite soda in a 1-liters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-250ml.png,A Sprite soda in a 250-milliliters plastic bottle,,,,,,,,,,,,,
sprite-limon-pnr-400ml.png,A Sprite soda in a 400-milliliters plastic bottle,,,,,,,,,,,,,
826_vitaminwater-xxxarandanomoraazulgranada500ml-botella-pet_3.jpg,A Vitamainwater blackberry pomegranate flavor water in a 500-milliliters plastic bottle,,,,,,,,,,,,,
825_vitaminwater-vital-naranja-naranja-500-ml-botella-pet_3.jpg,A Vitamainwater orange flavor water in a 500-milliliters plastic bottle,,,,,,,,,,,,,
fresca-toronja-vr-500ml.png,A Fresca pink grapefruit soda  in a 500-milliliters returnable glass bottle,,,,,,,,,,,,,
